region,disasterNumber,sandyDisaster,disasterType,incidentType,declarationDate,stateAbbreviation,state,county,applicantName,pnpStatus,damageCategoryCode,federalShareObligated,dateObligated,pwNumber,projectTitle,versionNumber,id
6,4263,0,DR,Flood,2016-03-13T00:00:00.000Z,LA,Louisiana,Natchitoches,NATCHITOCHES LEVEE AND DRAINAGE DISTRICT,0,B - Protective Measures,-14851.17,2024-02-09T18:58:03.000Z,706,NLV002B Levee Protective Measures,1,84a499dd-6b25-4cb6-831f-dc0163a68193
6,4611,0,DR,Hurricane,2021-08-29T00:00:00.000Z,LA,Louisiana,Orleans,NEW ORLEANS,0,E - Public Buildings,14004936.90,2024-02-13T14:26:39.000Z,2383,664939 - CNO - Municipal Traffic & Courts Building,0,128453b2-29b7-42b3-8cba-2d5ca7c6bf24
4,4673,0,DR,Hurricane,2022-09-29T00:00:00.000Z,FL,Florida,Polk,FROSTPROOF,0,D - Water Control Facilities,352794.28,2024-02-14T13:47:22.000Z,1646,702558 - Clinch/Reedy Interlake Flood Control Canal,0,5c200663-6b64-4aed-b9f4-0efe8f49d096
4,4486,0,DR,Biological,2020-03-25T00:00:00.000Z,FL,Florida,Polk,WATERS EDGE OF LAKE WALES,1,B - Protective Measures,30877.08,2024-02-09T18:20:54.000Z,806,700411 - 4486 V3 Lake Wales,0,6d04a9d1-2148-4343-87de-4a9094e06ba4
4,4338,0,DR,Hurricane,2017-09-15T00:00:00.000Z,GA,Georgia,Barrow,STATHAM,0,Z - State Management,-803.45,2024-02-09T18:37:14.000Z,1009,0020776 - DAC PAAP,1,ba31b940-5f96-4691-93b8-5dcf0ac7dc20
6,4570,0,DR,Hurricane,2020-10-16T00:00:00.000Z,LA,Louisiana,W. Feliciana,WEST FELICIANA (PARISH),0,A - Debris Removal,-509.60,2024-02-09T19:23:24.000Z,40,168206 - Debris Removal,2,71206dea-30fa-416b-89f2-95b9cbbd1dca
1,4496,0,DR,Biological,2020-03-27T00:00:00.000Z,MA,Massachusetts,Statewide,SALEM STATE UNIVERSITY,0,B - Protective Measures,503899.98,2024-02-13T17:46:51.000Z,2317,685365 - Covid Facilities Overtime FY 22,0,d4f72bfa-b0d3-440d-8d73-cd3653c41d5f
1,4496,0,DR,Biological,2020-03-27T00:00:00.000Z,MA,Massachusetts,Bristol,HOCKOMOCK AREA YMCA,1,B - Protective Measures,50826.60,2024-02-13T17:47:25.000Z,2325,681434 - 2022 COVID Expenses,0,94f6981b-f977-42b8-aba3-e751b892d608
1,4496,0,DR,Biological,2020-03-27T00:00:00.000Z,MA,Massachusetts,Bristol,HOCKOMOCK AREA YMCA,1,B - Protective Measures,35650.67,2024-02-13T17:47:46.000Z,2327,730300 - Materials 90%,0,02d1947b-d2df-4749-a980-8f4b75a5947c
4,4338,0,DR,Hurricane,2017-09-15T00:00:00.000Z,GA,Georgia,DeKalb,BROOKHAVEN,0,Z - State Management,-3983.12,2024-02-15T20:15:25.000Z,1536,0013488 - DAC Category Z,1,7a14d362-c41a-4d5d-890b-c43f1f40feb7
4,4338,0,DR,Hurricane,2017-09-15T00:00:00.000Z,GA,Georgia,Evans,HAGAN,0,Z - State Management,-1122.41,2024-02-15T20:15:46.000Z,1578,0012986 - Applicant opt in to DAC 5% Cost Share Sliding,1,d35154a7-767c-486b-9658-4a0b51804a90
1,4522,0,DR,Biological,2020-04-04T00:00:00.000Z,ME,Maine,Lincoln,MONHEGAN (PLANTATION OF),0,B - Protective Measures,5486.98,2024-02-15T17:28:17.000Z,1271,"713603 - Monhegan Pandemic Response July 2, 2022 to May 11, 2023",0,16f5552d-ea45-45af-9991-01d0e2f1b26f
1,4719,0,DR,Flood,2023-07-06T00:00:00.000Z,ME,Maine,Lincoln,NEWCASTLE (TOWN OF),0,C - Roads and Bridges,29771.25,2024-02-12T20:53:36.000Z,76,"736557 - Completed Road Repairs - (N Newcastle Rd., Lewis Rd., East Old County Rd., Cochran Rd.)",0,ab3c7451-a95a-4dff-9ab5-ec73154992d5
5,4722,0,DR,Flood,2023-07-19T00:00:00.000Z,MN,Minnesota,Statewide,BOIS DE SIOUX WATERSHED DISTRICT,0,D - Water Control Facilities,106213.91,2024-02-15T17:02:14.000Z,293,733395 - Bois de Sioux Watershed District drainage ditches,0,affbdb2f-2eda-41a6-aec5-a5f41424278a
7,4732,0,DR,Flood,2023-08-25T00:00:00.000Z,IA,Iowa,Des Moines,DES MOINES COUNTY CONSERVATION,0,Z - State Management,4282.48,2024-02-12T20:12:52.000Z,29,737938 - DR#4732 - DMCCB - Management Cost,0,beae991c-2c67-4376-bf70-21b2f27bebea
7,4741,0,DR,Severe Storm,2023-09-21T00:00:00.000Z,MO,Missouri,Statewide,BARRY ELECTRIC COOPERATIVE INC,1,Z - State Management,9087.45,2024-02-13T15:11:29.000Z,6,743782 - Barry Electric Cooperative Management Cost.,0,a74dab33-5375-4d07-9d9c-dad774a312e4
7,4490,0,DR,Biological,2020-03-26T00:00:00.000Z,MO,Missouri,Dunklin,MALDEN,0,Z - State Management,-285.78,2024-02-13T18:37:17.000Z,569,"689935 - Malden, City of Management Cost",1,eeb8e88d-a8ae-4be2-b3aa-01b1f2656fa5
8,4229,0,DR,Flood,2015-07-16T00:00:00.000Z,CO,Colorado,Boulder,BOULDER (COUNTY),0,C - Roads and Bridges,-57143.64,2024-02-12T15:51:16.000Z,164,BL001 - Damaged County Roads,2,3300749c-d847-4d05-a823-1f32f0048eca
2,4085,1,DR,Hurricane,2012-10-30T00:00:00.000Z,NY,New York,New York,NEW YORK,0,B - Protective Measures,-359.76,2024-02-13T13:07:32.000Z,3619,NYC2231 M551,2,0dffca5e-be90-470e-ad24-e155b415303b
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,San Patricio,GREGORY,0,Z - State Management,-5937.42,2024-02-14T21:13:44.000Z,5273,81550 - PAAP-DAC,1,51b05f0d-d769-4835-9f67-e5b804a9cb06
8,4745,0,DR,Flood,2023-10-11T00:00:00.000Z,MT,Montana,Petroleum,PETROLEUM (COUNTY),0,C - Roads and Bridges,34280.95,2024-02-13T14:07:56.000Z,7,740227 -  Multiple Roads,0,fc361bc3-701f-4231-9120-ae81264f35cb
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Patillas,PATILLAS (MUNICIPIO),0,C - Roads and Bridges,267413.21,2024-02-09T19:08:36.000Z,1892,708403 - Jacaboa Ward 2 - Higuero Sector 2 - Culverts,0,37368938-caba-4364-8a7b-6977e472aef4
6,4485,0,DR,Biological,2020-03-25T00:00:00.000Z,TX,Texas,Dallas,THE DALLAS OPERA,1,B - Protective Measures,33024.77,2024-02-14T20:13:24.000Z,921,698950 - Supplies & Other,1,7dab0994-9708-461c-9dd7-886c0c6464a5
6,4485,0,DR,Biological,2020-03-25T00:00:00.000Z,TX,Texas,Fort Bend,FORT BEND (COUNTY),0,B - Protective Measures,-160.00,2024-02-12T21:10:23.000Z,895,"549730 - Fort Bend County Contracted Services - Baylor,",1,9c955822-72b5-43fc-ad67-02f80aa584c4
9,4708,0,DR,Flood,2023-04-27T00:00:00.000Z,NV,Nevada,Mineral,MINERAL (COUNTY),0,B - Protective Measures,14137.39,2024-02-10T00:21:59.000Z,34,722735 - Emergency Protective Measures/ I street temporary repair,0,b0ae5fdf-d8f9-41ad-a7ff-b92273d5647c
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Columbia,ICHABOD CRANE CENTRAL HIGH,0,B - Protective Measures,71928.15,2024-02-09T21:18:47.000Z,3095,149400 - Covid1010,0,f5063368-dd0e-48b7-a2a1-7f8f4c2b86ef
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Columbia,COLUMBIA (COUNTY),0,B - Protective Measures,15311.70,2024-02-13T18:00:37.000Z,3253,737730 - Department of Social Services lobby talk-through transaction window,0,20304310-ffda-465d-9054-0ea287896569
2,4694,0,DR,Snowstorm,2023-03-15T00:00:00.000Z,NY,New York,Niagara,NIAGARA FALLS,0,Z - State Management,3397.14,2024-02-15T17:43:18.000Z,149,727040 - Management Costs,0,1a296694-7959-4612-9f94-dd8d5520242d
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Ontario,FLH MEDICAL PC,1,B - Protective Measures,22175.78,2024-02-13T18:03:03.000Z,3259,732862 - 7/2/2022 90% - Overtime Labor - Force Account Labor Unbudgeted,0,13ddab3b-6d58-4cc2-9f2b-00e8daa6d5c6
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Ontario,VICTOR FARMINGTON AMBULANCE,1,B - Protective Measures,7027.57,2024-02-13T17:57:36.000Z,3216,731981 - 7/2/2022 90% - PPE and Equipment through 5/11/2023,0,7b368ae6-3c34-434b-ab0f-771e9cc2c4fe
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Ontario,GENEVA NURSING HOME II INC,1,B - Protective Measures,36270.30,2024-02-13T17:54:27.000Z,3187,727299 - 7/2/2022 90% - Screeners - Temporary Screening Employee Wages and Fringe Cost,0,89bec733-9432-44f6-8f18-d4cb213e551d
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Ontario,FREDERICK FERRIS THOMPSON HOSPITAL,1,B - Protective Measures,118982.23,2024-02-09T21:18:46.000Z,3092,722264 - Employees Hired Specifically Due to Covid 90% FEMA,0,cba2e679-2c29-4662-be80-74a530efcc24
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Ontario,FREDERICK FERRIS THOMPSON HOSPITAL,1,B - Protective Measures,43446.05,2024-02-09T21:18:47.000Z,3100,710895 - 90% Cost Share - Pharmaceutical Costs Related to the Treatment of Covid Patients 7.2.22 through 5.11.23,0,47f287cb-145e-4129-b73e-9bd73d30ab05
2,4723,0,DR,Severe Storm,2023-07-22T00:00:00.000Z,NY,New York,Ontario,FINGER LAKES CEREBRAL PALSY,1,B - Protective Measures,89258.83,2024-02-13T13:05:27.000Z,61,730540 - Happiness House - Temporary Relocation of Residents in 2508,0,d6518831-c7bf-442f-b0b6-0c04b9e9fabd
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Queens,PARKER JEWISH INST. FOR HEALTH CARE & REHAB.,1,B - Protective Measures,4560.00,2024-02-15T19:49:06.000Z,2812,680920 - Visitor Screening for 145664 - w/ First Appeal,1,63cbcf38-a4fe-485c-9fb1-947aa8470571
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Queens,ST JOHN'S UNIVERSITY,1,B - Protective Measures,29970.00,2024-02-09T21:30:06.000Z,3109,710310 - COVID-19 Emergency Protective Measures,0,b07aea89-05a6-4d7d-a77a-6074834577b7
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Ulster,ELLENVILLE REGIONAL HOSPITAL,1,B - Protective Measures,-90357.89,2024-02-13T14:19:31.000Z,3038,727672 - 90% 7/2/2022 ERH Emergency Room - NYS COVID 19 Preparedness Initiative 7/2/2022 - 5/11-2023,1,8c06b09e-0c5f-49ba-9999-93ec9f89a16c
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Westchester,BRIARCLIFF MANOR,0,Z - State Management,5791.52,2024-02-15T19:58:02.000Z,3266,742419 - Management Costs,0,091a0e75-27f2-4378-9ce5-e63d607f1def
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Westchester,MOUNT VERNON,0,B - Protective Measures,117120.25,2024-02-09T21:32:15.000Z,3154,"690083 - Covid-19 Police Department- Force Account Labor, PPE, Temporary Barriers, Social Distancing Signage, and Disinfection Materials - 01/20/20 - 07/31/21",0,1d76a3c3-909b-4ef9-87a5-f0012cd09ab2
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Westchester,GREENBURGH-GRAHAM SCHOOL,0,B - Protective Measures,159683.01,2024-02-09T21:35:21.000Z,3178,710206 - COVID-19,0,4ccfc6bc-82eb-4529-86a2-655080fd7c1a
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Montgomery,MONTGOMERY CO. MUNICIPAL UTILITY DISTRICT #60,0,D - Water Control Facilities,-31168.80,2024-02-14T21:14:57.000Z,938,0011960 - Drainage Ditch's at Legacy Point (6B-00-00 &,2,e537c1f8-fdf3-436b-ac17-ea9566bab23c
6,4416,0,DR,Flood,2019-02-25T00:00:00.000Z,TX,Texas,Travis,EANES INDEPENDENT SCHOOL DIST,0,Z - State Management,127.71,2024-02-13T22:47:50.000Z,28,96488 - DR4416-Eanes ISD-Management Cost,2,11986458-361b-4ebd-93c4-56edb2e4f70d
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Wharton,WHARTON INDEPENDENT SCHOOL DISTRICT,0,E - Public Buildings,13360.76,2024-02-12T18:17:58.000Z,215,7435 - Industrial Technology (Welding) Building,2,c7ee365b-d57d-4794-88d4-4640c8672fa1
3,4644,0,DR,Severe Storm,2022-03-11T00:00:00.000Z,VA,Virginia,Statewide,VIRGINIA DEPARTMENT OF EMERGENCY MANAGEMENT,0,Z - State Management,1515158.05,2024-02-14T13:29:47.000Z,1,672663 - VDEM DR4644 Management Cost,1,ce826f40-d1b9-4ed9-a05a-78213c9c08d4
6,4721,0,DR,Severe Storm,2023-07-19T00:00:00.000Z,OK,Oklahoma,Tulsa,"ST JOHN BROKEN ARROW, INC.",1,B - Protective Measures,7958.84,2024-02-09T17:48:41.000Z,67,"734448 - St. John Broken Arrow, Inc. - Emergency Protective Measures",0,0a067442-8b59-4bda-83de-108bc19f009f
6,4721,0,DR,Severe Storm,2023-07-19T00:00:00.000Z,OK,Oklahoma,Tulsa,TULSA COUNTY PUBLIC FACILITIES AUTHORITY,0,E - Public Buildings,19188.52,2024-02-09T17:47:18.000Z,69,737568 - Simulcast Sports Grill,0,a52cc296-5654-4425-abc2-b80859953346
6,4721,0,DR,Severe Storm,2023-07-19T00:00:00.000Z,OK,Oklahoma,Tulsa,TULSA,0,E - Public Buildings,76096.65,2024-02-15T14:51:47.000Z,73,737497 - COT - Asset Management - Salt Domes,0,a7ace8c9-9bb9-4e93-a2d4-51dc30962e04
6,4721,0,DR,Severe Storm,2023-07-19T00:00:00.000Z,OK,Oklahoma,Tulsa,TULSA (COUNTY),0,E - Public Buildings,159172.56,2024-02-15T14:52:00.000Z,59,734032 - Tulsa County - Building Operations - Chandler Park Recreation Center,0,68d99237-2adc-40c2-ab18-d7d03fe6d78d
6,4721,0,DR,Severe Storm,2023-07-19T00:00:00.000Z,OK,Oklahoma,Tulsa,TULSA COUNTY PUBLIC FACILITIES AUTHORITY,0,E - Public Buildings,44217.14,2024-02-09T17:46:41.000Z,64,737577 - Super Duty Arena,0,d9e8a60f-d126-4142-9e66-144f6ba59a08
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Tulare,ALTA IRRIGATION DISTRICT,0,A - Debris Removal,13681.53,2024-02-14T15:47:16.000Z,667,726593 - 75% Federal Cost Share - System Wide Vegetative Debris Removal,0,c9d8c36c-51c4-4a81-ac0b-65e9e5dd19c8
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Tulare,ADVENTIST HEALTH TULARE,1,B - Protective Measures,736330.70,2024-02-15T05:42:32.000Z,2248,681128 - COVID Medical Contract Labor (5.2.2021 - 6.30.2022) Tulare,0,342aa3b7-811b-4959-a443-cc95c55f3c80
4,4338,0,DR,Hurricane,2017-09-15T00:00:00.000Z,GA,Georgia,Liberty,MIDWAY,0,Z - State Management,-787.70,2024-02-12T14:38:40.000Z,1453,0030633 - PAAP-DAC,1,3ca618bb-e338-44fb-8c18-ca66c9a9396a
7,4504,0,DR,Biological,2020-03-29T00:00:00.000Z,KS,Kansas,Statewide,KANSAS DEPARTMENT OF HEALTH & ENVIRONMENT CENTER,0,B - Protective Measures,2135517.30,2024-02-09T18:45:44.000Z,213,735832 - KDHE - 90/10 COVID-19 Testing Services Contract (7/2/22 - 5/11/23),0,077cd49b-d6a3-4bf0-9fbd-a1b21816599c
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Delaware,SOUTH KORTRIGHT CENTRAL SCHOOL,0,B - Protective Measures,2431.50,2024-02-13T17:51:40.000Z,2372,145272 - FEMA-COVID 19 ASSISTANCE,1,d718313b-2f31-4a7d-ba47-05a452551ba8
2,4480,0,DR,Biological,2020-03-20T00:00:00.000Z,NY,New York,Otsego,BASSETT HEALTHCARE NETWORK,1,B - Protective Measures,213814.51,2024-02-15T19:53:52.000Z,3185,730333 - 90% - Testing - Employees Testing Outside Lab Costs,0,5fa0bea3-3394-4806-9da9-70b4c2a81b3b
1,4505,0,DR,Biological,2020-03-30T00:00:00.000Z,RI,Rhode Island,Washington,WESTERLY HOSPITAL,1,B - Protective Measures,10905.98,2024-02-15T17:24:04.000Z,675,734202 - Westerly Hospital EPM - No. 8,0,a55a68fa-02d6-44bc-83db-5b9ddae598b0
4,4742,0,DR,Severe Storm,2023-09-27T00:00:00.000Z,TN,Tennessee,Marion,SEQUACHEE VALLEY ELECTRIC,1,B - Protective Measures,71693.13,2024-02-12T19:24:14.000Z,10,737258 - Cat B - Cut and Toss,0,7ac87b01-cc61-444d-90a2-160897063610
4,4701,0,DR,Severe Storm,2023-04-07T00:00:00.000Z,TN,Tennessee,Tipton,COVINGTON ELECTRIC SYSTEM,0,F - Public Utilities,737819.93,2024-02-12T19:21:22.000Z,54,721441 - Covington Electric System - Electric System Repairs/Restoration and Mutual Aid,0,2622875c-b053-4338-ab24-e8798f68098b
4,4712,0,DR,Severe Storm,2023-05-17T00:00:00.000Z,TN,Tennessee,Tipton,COVINGTON,0,G - Recreational or Other,3750.00,2024-02-14T18:17:56.000Z,89,724281 - Covington - Damaged Building at Frazier Park (Applicant has Insurance Coverage),0,757d2ecd-d7ba-4a55-9c20-dd7335b4ad0b
6,3540,0,EM,Hurricane,2020-08-24T00:00:00.000Z,TX,Texas,Statewide,TX DEPARTMENT OF STATE HEALTH SERVICES,0,Z - State Management,-636366.09,2024-02-12T22:22:14.000Z,75,240482 - management cost,1,763bd36c-ff9c-4fdb-8c6c-95070b006c47
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Statewide,"SAM HOUSTON ELECTRIC COOPERATIVE, INC",1,Z - State Management,-116597.91,2024-02-13T21:10:30.000Z,6796,31369 - PAAP DAC,1,a4cd15d7-d27c-4678-8381-2dfd0305fbfb
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Statewide,UNIVERSITY OF HOUSTON,0,E - Public Buildings,-3514.71,2024-02-13T23:02:16.000Z,7166,28805 - UH Student Center Satellite,2,4b2079ec-6756-4d74-97c6-0237799c7daa
6,4332,0,DR,Hurricane,2017-08-25T00:00:00.000Z,TX,Texas,Statewide,ARCHDIOCESE OF GALVESTON/HOUSTON,1,E - Public Buildings,-818898.38,2024-02-14T21:15:52.000Z,3799,26069 - Shrine of the True Cross School Campus Project,1,238d1f9f-1830-4d0c-8d61-50cbefd080cc
6,4485,0,DR,Biological,2020-03-25T00:00:00.000Z,TX,Texas,Statewide,TX DIVISION OF EMERGENCY MANAGEMENT,0,Z - State Management,38676256.59,2024-02-14T13:06:42.000Z,13,138628 - Management Costs - Cat Z,6,f7bdf41e-1a26-480a-87f5-c6e555bb36ec
6,4705,0,DR,Winter Storm,2023-04-21T00:00:00.000Z,TX,Texas,Statewide,"BARTLETT ELECTRIC COOPERATIVE, INC.",1,Z - State Management,44903.35,2024-02-15T17:46:35.000Z,136,743792 - Barlet Electric Cooperative Inc Management Cost,0,c21b83d6-c93f-4d68-9968-ef922d4a2c94
9,4716,0,DR,Tropical Storm,2023-06-02T00:00:00.000Z,MP,Northern Mariana Islands,Rota,ROTA (MUNICIPALITY),0,E - Public Buildings,29907.58,2024-02-10T00:11:26.000Z,18,729762 - Multiple Buildings Exterior Repairs,0,235641cb-c7c8-483c-92de-95bdc8c489d4
2,4339,0,DR,Hurricane,2017-09-20T00:00:00.000Z,PR,Puerto Rico,Barranquitas,BARRANQUITAS (MUNICIPIO),0,C - Roads and Bridges,255441.65,2024-02-12T18:54:55.000Z,4256,"99343 - SOW MBAM092-DR-4339-PR-PR-770 KM. 4.0, CAMINO SGTO. SOTO",1,4dc8f6b1-b8c6-44e6-ad91-9c894042b306
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Catano,CATANO (MUNICIPIO),0,C - Roads and Bridges,947475.43,2024-02-14T17:28:39.000Z,1230,691981 - Comunidad Puente Blanco - Municipal Roads Damages,0,13bf888c-1ecf-4070-ae2f-ce7990f7414e
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Guayama,GUAYAMA,0,G - Recreational or Other,137602.89,2024-02-13T18:57:10.000Z,1889,709746 - FIONA/MARIA/EQ - Barrancas Sector - Parks,0,e27203ed-500e-4850-b51a-c42311852069
2,4473,0,DR,Earthquake,2020-01-16T00:00:00.000Z,PR,Puerto Rico,Yauco,YAUCO (MUNICIPIO),0,E - Public Buildings,1111989.97,2024-02-12T14:46:11.000Z,696,147092 - A&E Yauco City Hall,1,f206d285-e9a8-47db-a835-48510f9a4bbf
2,4671,0,DR,Hurricane,2022-09-21T00:00:00.000Z,PR,Puerto Rico,Yauco,YAUCO (MUNICIPIO),0,A - Debris Removal,35883.05,2024-02-14T20:00:48.000Z,1862,731567 - TDS Debris Final Disposition,1,8d92a2df-df12-4772-bd98-e407579c9e0a
4,4346,0,DR,Hurricane,2017-10-16T00:00:00.000Z,SC,South Carolina,Jasper,JASPER (COUNTY),0,B - Protective Measures,-7462.94,2024-02-12T15:37:05.000Z,196,13792 - Emergency Protective Measures,2,98d6f56e-b8f6-4e96-9e0d-5671ae6acddf
8,4718,0,DR,Flood,2023-07-06T00:00:00.000Z,SD,South Dakota,Clark,MAYDELL (TOWNSHIP OF),0,C - Roads and Bridges,40431.59,2024-02-12T13:37:28.000Z,150,730558 - Maydell Township Roads and Culverts,0,ddba430d-4f66-4715-9a69-97da7218b769
7,4449,0,DR,Severe Storm,2019-06-20T00:00:00.000Z,KS,Kansas,Saline,SALINE (COUNTY),0,C - Roads and Bridges,623993.36,2024-02-13T23:26:21.000Z,970,130482 - County Wide Road Damage,0,1c97092e-86e2-4c65-bd2e-af90fbff5f2f
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Kings,LAGUNA IRRIGATION DISTRICT,0,A - Debris Removal,91668.54,2024-02-10T00:14:33.000Z,118,726456 - Debris Removal,0,f1dd1974-c94d-4b73-a1e5-89b0c2a29a57
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES,0,B - Protective Measures,2058470.55,2024-02-13T23:51:49.000Z,95,139068 - City of Los Angeles COVID-19 Food Purchase and Distribution,3,3689d47e-4939-4fac-b1d4-13a83f7bc954
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,BEVERLY HILLS,0,B - Protective Measures,225286.10,2024-02-15T05:41:50.000Z,909,184422 - PW #4 - 9/15/20 - 12/31/20,0,f057fd5b-731f-45e1-a8dc-088c7c02ca5d
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES (COUNTY),0,B - Protective Measures,5319750.00,2024-02-13T23:53:04.000Z,17,135791 - Los Angeles County Commnuity Based Testing Sites,3,23ae33fb-08b0-4410-b737-51a32fc76881
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES,0,B - Protective Measures,7698711.72,2024-02-15T19:00:09.000Z,1977,"680464 -  City of Los Angeles-PRK Non-Congregate Sheltering (April 25 - June 5, 2021)",0,a7b47ed3-f243-49da-ac55-1fd96b5d2759
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,SIERRA MADRE,0,B - Protective Measures,12305.16,2024-02-15T05:41:05.000Z,3039,686424 - PPE Testing and Supplies - Bucket 1 - 12/03/2020 - 9/30/2021,0,4eab4f26-30fb-4213-9e01-2b6fd8ec98ab
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES,0,B - Protective Measures,41995937.16,2024-02-15T18:12:13.000Z,767,"178566 - City of Los Angeles-PRK NCS Non-Congregate Sheltering (August 16, 2020 - December 19, 2020)",0,eea67795-a187-4faa-9f39-8d8dd956c645
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES UNIFIED SCHL DIST,0,B - Protective Measures,122909390.83,2024-02-15T18:40:54.000Z,3245,698486 - AMI Testing Administration Services,0,59a95831-20a1-456d-9681-c1a3f86f49d0
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES (COUNTY),0,B - Protective Measures,131323.02,2024-02-15T05:40:27.000Z,3237,732164 - EOC LASD DPW EPM - July 2 2022-May 11 2023,0,cdc43269-890d-4ff2-a9d7-91280695714b
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,BEVERLY COMMUNITY HOSPITAL ASSOCIATION,1,B - Protective Measures,517541.18,2024-02-12T22:22:09.000Z,2867,"709922 - 11 - Medical Nursing Contract Labor, part 2 (7/2/22-12/31/22)",0,2beae58b-5311-4cec-a2fb-489e4b696022
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES,0,B - Protective Measures,9670691.95,2024-02-15T19:00:35.000Z,2030,"678127 - City of Los Angeles-PRK Non-Congregate Sheltering (December 20, 2020- January 30, 2021)",0,de9730dd-3d27-4028-8201-7c409f6e5a2a
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES UNIFIED SCHL DIST,0,Z - State Management,17686635.48,2024-02-13T23:52:25.000Z,3331,740889 - COVID-19 Management Costs,0,ef968aaf-8ee7-4a88-9eb4-6e6fbba9932f
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES (COUNTY),0,B - Protective Measures,564462.29,2024-02-15T05:39:41.000Z,2448,689635 - Medical Examiner & Coroner EPM,0,d62702d8-638c-4a07-9b38-2db3113f3344
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Los Angeles,LOS ANGELES UNIFIED SCHL DIST,0,A - Debris Removal,54239.48,2024-02-15T14:54:27.000Z,300,725587 - East Region Debris Removal,0,8f59c57d-5c79-42ee-a890-9f218c648f50
9,4699,0,DR,Severe Storm,2023-04-03T00:00:00.000Z,CA,California,Los Angeles,PICO RIVERA,0,A - Debris Removal,15480.04,2024-02-15T14:53:46.000Z,201,725424 - Citywide Debris Removal,0,b5bd7f3d-2b71-4537-9bc3-3a738d40f32e
9,4482,0,DR,Biological,2020-03-22T00:00:00.000Z,CA,California,San Diego,SCRIPPS HEALTH,1,B - Protective Measures,710944.35,2024-02-15T05:43:40.000Z,3179,"730311 -  COVID-19 Security & Screening Costs Jul 2, 2022 to May 11, 2023 (90%)",0,e6050e21-a56d-4779-a50a-a5797eb06fef
9,4683,0,DR,Flood,2023-01-14T00:00:00.000Z,CA,California,Santa Cruz,SANTA CRUZ PORT DISTRICT,0,G - Recreational or Other,54833.87,2024-02-10T00:08:43.000Z,599,709960 - Santa Cruz Port District - North Harbor Piling Damages,0,90dba17a-7f0e-4ff1-b17e-fb9343c90b31
